activity,ax,ay,az,gx,gy,gz
walking , 5.6039 , -10.2755 , 2.4228 , -0.796 , 1.4085 , 1.0097
walking , 1.1603 , -10.3354 , -1.1225 , -0.5462 , -1.6435 , 0.3338
walking , 0.7147 , -10.5031 , 0.1495 , 0.2602 , 1.3638 , 0.7797
walking , 0.2763 , -9.6695 , -3.3096 , -0.2586 , 0.1259 , 0.5581
walking , 0.7674 , -9.9066 , -0.8398 , 0.3433 , 0.5169 , 0.3749
walking , 0.7842 , -9.9473 , 0.1088 , -0.6203 , -1.4171 , 0.3509
walking , 0.2811 , -9.9977 , -1.4291 , -0.1052 , -0.8003 , 0.3285
walking , 0.8488 , -10.0647 , -1.3812 , 0.4178 , 0.4711 , 0.5187
walking , 3.8959 , -12.2734 , -1.9944 , 0.3534 , 2.2421 , 0.9618
walking , 2.976 , -10.2851 , -4.7109 , 2.6272 , -2.0243 , -3.2343
walking , -5.0273 , -11.8302 , -5.0918 , -1.1438 , -2.33 , -0.8379
walking , 1.8621 , -9.3509 , -1.3956 , -0.3124 , 1.8655 , -0.4518
walking , -3.5253 , -6.5218 , -0.0062 , -0.3209 , -0.6938 , -0.2419
walking , 3.8504 , -10.0863 , 0.6286 , -0.1952 , -0.0003 , 0.8782
walking , 6.0015 , -11.3223 , 1.0047 , -0.2538 , 2.1617 , 0.688
walking , 2.152 , -13.8783 , 0.9664 , -0.5201 , -1.3233 , 0.0755
walking , -1.9371 , -4.3323 , -0.5476 , -0.9324 , 0.5728 , -0.3596
walking , -1.5251 , -11.2193 , -4.1743 , 0.5052 , -2.4003 , 0.0633
walking , -0.0159 , -9.0993 , -1.2926 , 0.4812 , 0.682 , 0.4777
walking , 1.692 , -9.7677 , -0.6386 , -0.4296 , -0.1532 , 0.6193
walking , 2.0969 , -9.8395 , -0.5212 , 0.0439 , -1.5337 , 0.3397
walking , 0.8991 , -10.1797 , -0.0757 , -0.1345 , -2.2922 , 0.067
walking , 0.4272 , -10.3354 , -2.4975 , 0.4226 , 0.8354 , 0.5187
walking , 3.0024 , -12.8507 , 0.5639 , -2.4264 , -1.1822 , 0.0542
walking , 0.4392 , -9.6096 , -7.4418 , 0.4461 , -0.0967 , -3.8164
walking , -4.1505 , -9.2694 , -2.131 , -0.2112 , 1.8053 , -0.17
walking , 2.0274 , -8.3496 , 0.8203 , -0.3007 , -1.1423 , -0.4358
walking , 0.3386 , -8.8047 , 0.0872 , 0.069 , 0.1041 , 0.0425
walking , 3.5797 , -8.5652 , 0.6789 , -0.2091 , -0.3726 , 0.2502
walking , 3.3329 , -9.6503 , 0.2118 , -0.1185 , 0.3971 , 0.6667
walking , 2.6502 , -14.8102 , 0.3963 , -0.7721 , -0.4951 , 0.8441
walking , 0.7219 , -6.3445 , 0.0489 , -0.3944 , 0.2096 , -0.366
walking , 0.7937 , -10.5678 , -0.7943 , 0.2075 , -1.7937 , 0.0079
walking , 0.0991 , -9.9258 , -2.6149 , -0.1121 , -1.6642 , 0.043
walking , 0.0871 , -9.4778 , -1.6543 , 0.0748 , -0.0504 , 0.5954
walking , 1.6825 , -9.8683 , -0.435 , 0.0184 , -1.8831 , 0.6321
walking , 1.8118 , -9.7557 , -1.6016 , -0.183 , -1.7638 , 0.2614
