activity,ax,ay,az,gx,gy,gz
sitting , 7.3358 , -1.9848 , 6.3059 , 0.0056 , 0.0219 , -0.0009
sitting , 7.2951 , -1.9991 , 6.349 , 0.0072 , 0.0107 , -0.0004
sitting , 7.307 , -2.0231 , 6.3179 , 0.0077 , 0.015 , -0.0025
sitting , 7.3861 , -1.968 , 6.2436 , -0.0045 , 0.0166 , 0.0092
sitting , 7.3118 , -1.968 , 6.3035 , 0.0029 , 0.015 , -0.0041
sitting , 7.3526 , -1.9872 , 6.2987 , 0.0051 , -0.0063 , -0.0052
sitting , 7.3669 , -1.9249 , 6.2939 , 0.0067 , 0.0049 , -0.0068
sitting , 7.4172 , -1.9441 , 6.246 , -0.0002 , 0.0011 , 0.0044
sitting , 7.2999 , -1.968 , 6.3131 , -0.004 , 0.0118 , 0.0018
sitting , 7.2543 , -1.9824 , 6.3083 , -0.0002 , -0.0031 , 0.005
sitting , 7.331 , -2.0039 , 6.246 , 0.0045 , 0.0134 , -0.002
sitting , 7.3382 , -2.0303 , 6.3035 , 0.004 , 0.0081 , -0.0025
sitting , 7.3478 , -1.9369 , 6.3179 , 0.0093 , 0.0145 , -0.003
sitting , 7.331 , -2.0087 , 6.3251 , 0.0029 , -0.0005 , 0.0002
sitting , 7.3166 , -1.9584 , 6.2843 , -0.0002 , 0.0155 , 0.0002
sitting , 7.3502 , -2.0662 , 6.3227 , -0.0024 , 0.0134 , 0.0039
sitting , 7.2735 , -1.9632 , 6.3802 , 0.0205 , 0.0219 , -0.0105
sitting , 7.343 , -1.9848 , 6.2676 , 0.0099 , -0.009 , -0.0137
sitting , 7.3238 , -1.9584 , 6.2772 , 0.012 , 0.0161 , -0.0153
sitting , 7.3094 , -2.0015 , 6.3083 , 0.0045 , 0.0129 , -0.0206
sitting , 7.3286 , -1.9608 , 6.3227 , 0.0173 , 0.0038 , -0.01
sitting , 7.3214 , -1.9944 , 6.3155 , 0.0029 , 0.0086 , -0.0062
sitting , 7.2999 , -2.0063 , 6.2963 , 0.0099 , 0.0347 , 0.0018
sitting , 7.2855 , -2.0231 , 6.2939 , -0.0157 , -0.0052 , 0.0113
sitting , 7.2999 , -1.9512 , 6.3322 , -0.0141 , 0.0006 , 0.0156
sitting , 7.3741 , -1.9944 , 6.3011 , -0.0178 , -0.0084 , 0.0247
sitting , 7.3478 , -1.9896 , 6.337 , -0.0168 , 0.0086 , 0.0188
sitting , 7.3478 , -2.0471 , 6.3011 , -0.0024 , -0.0084 , 0.0055
sitting , 7.2687 , -1.9345 , 6.3227 , -0.0002 , 0.0006 , 0.0119
sitting , 7.3789 , -1.9632 , 6.3011 , -0.0082 , -0.0148 , 0.0332
sitting , 7.3142 , -1.9273 , 6.2987 , -0.0061 , 0.0054 , 0.0092
sitting , 7.3118 , -1.9153 , 6.3322 , 0.0093 , 0.015 , -0.0062
sitting , 7.3166 , -1.9129 , 6.2795 , 0.0104 , -0.0005 , -0.0148
sitting , 7.3358 , -1.9297 , 6.2939 , 0.0088 , 0.0038 , -0.0078
sitting , 7.3142 , -1.8602 , 6.3826 , -0.0029 , -0.001 , 0.0066
sitting , 7.3574 , -1.9512 , 6.349 , -0.0024 , 0.0262 , 0.0034
sitting , 7.3238 , -1.8842 , 6.3107 , -0.0002 , 0.0129 , 0.0044
sitting , 7.4292 , -1.9824 , 6.2364 , 0.0024 , 0.0182 , 0.0039
sitting , 7.2687 , -2.0087 , 6.3227 , -0.0034 , -0.0036 , 0.0071
sitting , 7.3454 , -2.0207 , 6.2436 , 0.0093 , 0.0177 , -0.003
sitting , 7.3214 , -1.9704 , 6.2652 , 0.0029 , -0.002 , -0.0025
sitting , 7.355 , -2.1309 , 6.2292 , 0.0019 , 0.0129 , -0.0052
sitting , 7.3118 , -2.0686 , 6.2628 , 0.0051 , 0.0038 , 0.0023
sitting , 7.3286 , -2.1189 , 6.27 , 0.0072 , 0.0123 , 0.0023
sitting , 7.3214 , -2.0111 , 6.258 , -0.0034 , 0.0166 , 0.0087
sitting , 7.3406 , -1.9824 , 6.258 , 0.0035 , 0.0177 , -0.0009
sitting , 7.3789 , -2.0471 , 6.2005 , 0.0029 , -0.002 , -0.0094
sitting , 7.3574 , -2.0638 , 6.2029 , -0.0013 , 0.0123 , -0.0014
sitting , 7.3094 , -2.0471 , 6.2604 , -0.0029 , 0.0102 , 0.0097
sitting , 7.3669 , -2.0303 , 6.2628 , 0.0072 , 0.0054 , 0.0034
sitting , 7.3334 , -2.0303 , 6.2292 , -0.02 , -0.001 , 0.0055
sitting , 7.3262 , -2.0758 , 6.2891 , -0.0434 , 0.0113 , -0.0132
sitting , 7.3693 , -2.0327 , 6.2053 , 0.0131 , 0.0166 , 0.0023
sitting , 7.2951 , -2.0279 , 6.2819 , 0.0029 , 0.0283 , -0.003
sitting , 7.3286 , -2.0758 , 6.27 , 0.0019 , 0.0006 , -0.0036
sitting , 7.3645 , -2.0566 , 6.2628 , -0.0029 , 0.0118 , -0.0073
sitting , 7.3597 , -2.0495 , 6.2604 , 0.0029 , 0.0166 , 0.0007
sitting , 7.3693 , -2.0758 , 6.2652 , 0.0014 , 0.0001 , 0.0023
sitting , 7.3262 , -2.0135 , 6.234 , 0.0051 , 0.0027 , 0.0071
sitting , 7.3358 , -1.9656 , 6.2772 , 0.0067 , 0.007 , 0.0071
sitting , 7.355 , -2.0782 , 6.27 , -0.005 , 0.0187 , -0.003
sitting , 7.252 , -2.0518 , 6.234 , 0.0072 , 0.0139 , 0.0087
sitting , 7.2783 , -2.0231 , 6.2484 , -0.0002 , 0.0113 , -0.0084
sitting , 7.4867 , -2.1644 , 6.258 , 0.0115 , 0.0155 , -0.0041
sitting , 7.2448 , -2.1285 , 6.2628 , 0.0045 , 0.0081 , -0.002
sitting , 7.4819 , -2.0878 , 6.1622 , -0.0008 , 0.0065 , 0.0002
sitting , 7.2112 , -2.0111 , 6.2867 , 0.0003 , 0.0123 , 0.0002
sitting , 7.3669 , -2.0926 , 6.1741 , 0.0072 , 0.0075 , 0.0002
sitting , 7.2615 , -2.0495 , 6.3011 , -0.0024 , 0.0107 , 0.0023
sitting , 7.3597 , -2.0614 , 6.2748 , -0.0013 , 0.0027 , 0.0076
sitting , 7.343 , -2.0566 , 6.2292 , 0.0014 , 0.0113 , 0.0039
sitting , 7.2783 , -2.0255 , 6.2268 , -0.004 , 0.0054 , 0.0007
sitting , 7.3909 , -2.0902 , 6.2364 , 0.0019 , 0.015 , -0.0036
sitting , 7.307 , -2.0998 , 6.3562 , 0.004 , -0.001 , -0.003
sitting , 7.2999 , -2.0974 , 6.2724 , 0.0061 , 0.0155 , -0.0052
sitting , 7.343 , -2.071 , 6.2436 , 0.004 , 0.0097 , -0.003
sitting , 7.319 , -2.0471 , 6.2532 , 0.0029 , 0.0097 , -0.0025
sitting , 7.3286 , -2.0542 , 6.2748 , 0.0056 , 0.0033 , -0.0009
sitting , 7.3406 , -2.0902 , 6.246 , 0.0056 , 0.0134 , -0.003
sitting , 7.2951 , -2.0518 , 6.2628 , 0.0008 , 0.0054 , 0.0012
sitting , 7.3382 , -2.0926 , 6.1957 , 0.0029 , 0.0113 , -0.0036
sitting , 7.2879 , -2.0351 , 6.2843 , 0.0024 , 0.0038 , 0.0018
sitting , 7.3047 , -2.0638 , 6.2292 , 0.004 , 0.0198 , -0.0004
sitting , 7.3142 , -2.0926 , 6.2652 , -0.0002 , -0.0005 , -0.0004
