activity,ax,ay,az,gx,gy,gz
lying , 8.7539 , -4.397 , -0.1188 , -0.0001 , -0.0003 , 0.0013
lying , 8.718 , -4.3755 , -0.0733 , 0.0026 , 0.0029 , 0.0013
lying , 8.7539 , -4.3539 , -0.0565 , -0.0033 , -0.0078 , -0.0019
lying , 8.7467 , -4.3779 , -0.0996 , 0.0005 , 0.0018 , 0.0023
lying , 8.7276 , -4.3539 , -0.0134 , 0.0036 , 0.0072 , -0.0019
lying , 8.7683 , -4.3755 , -0.0421 , 0.0047 , 0.0034 , 0.0007
lying , 8.7276 , -4.3994 , -0.1068 , 0.0026 , 0.0013 , 0.0034
lying , 8.7371 , -4.3611 , -0.0301 , 0.0021 , 0.0034 , -0.0014
lying , 8.7204 , -4.3707 , -0.0661 , 0.0015 , -0.0008 , -0.003
lying , 8.6964 , -4.4138 , -0.1236 , 0.0026 , -0.0014 , -0.0025
lying , 8.7419 , -4.3683 , -0.1044 , -0.0011 , 0.0034 , 0.0002
lying , 8.7395 , -4.3371 , -0.0565 , 0.0005 , -0.0019 , -0.0014
lying , 8.7659 , -4.3611 , 0.0034 , 0.0052 , 0.0002 , -0.0014
lying , 8.7156 , -4.409 , -0.0948 , -0.0011 , 0.0008 , -0.003
lying , 8.7204 , -4.3635 , -0.1116 , 0.0031 , 0.0045 , 0.0002
lying , 8.694 , -4.3419 , -0.0709 , 0.0031 , 0.004 , 0.0007
lying , 8.7419 , -4.3707 , -0.0277 , 0.001 , -0.0024 , -0.0009
lying , 8.7084 , -4.3874 , -0.102 , -0.0049 , -0.004 , 0.0002
lying , 8.73 , -4.3874 , -0.0972 , 0.0021 , 0.0024 , -0.0009
lying , 8.7707 , -4.3731 , -0.0589 , 0.0015 , -0.0008 , 0.0002
lying , 8.7371 , -4.3755 , -0.0804 , 0.0021 , 0.004 , 0.0002
lying , 8.7371 , -4.3803 , -0.0876 , -0.0038 , -0.0008 , -0.0041
lying , 8.7348 , -4.3803 , -0.1044 , -0.0027 , 0.0077 , 0.0007
lying , 8.7228 , -4.409 , -0.1236 , 0.0005 , 0.0024 , 0.0007
lying , 8.7108 , -4.3755 , -0.126 , -0.0006 , -0.0003 , -0.0003
lying , 8.7276 , -4.3707 , -0.0804 , -0.0001 , 0.0018 , 0.0007
lying , 8.7324 , -4.3228 , -0.0493 , -0.0001 , 0.005 , 0.0023
lying , 8.7419 , -4.3635 , -0.0972 , 0.001 , 0.0029 , -0.003
lying , 8.6964 , -4.3659 , -0.0709 , -0.0001 , 0.0018 , -0.0014
lying , 8.7371 , -4.3515 , -0.1092 , 0.0021 , -0.0003 , -0.0009
lying , 8.7252 , -4.3635 , -0.0613 , 0.0026 , 0.0077 , 0.0018
lying , 8.7276 , -4.3635 , -0.0397 , 0.0005 , 0.0056 , -0.0014
lying , 8.7348 , -4.3755 , -0.0733 , 0.0021 , -0.0003 , -0.0014
lying , 8.7395 , -4.318 , -0.0661 , -0.0011 , 0.0013 , -0.0019
lying , 8.7515 , -4.3563 , -0.0637 , 0.001 , 0.005 , -0.003
lying , 8.7228 , -4.4066 , -0.0589 , 0.0005 , -0.004 , -0.0019
lying , 8.7491 , -4.3946 , -0.0948 , 0.001 , 0.0018 , 0.0018
lying , 8.73 , -4.4018 , -0.0254 , -0.0011 , 0.005 , -0.0003
lying , 8.7324 , -4.3803 , -0.0637 , 0.0015 , 0.0029 , -0.0003
lying , 8.706 , -4.4114 , -0.0852 , -0.0027 , -0.0003 , -0.0009
lying , 8.7731 , -4.3755 , -0.0661 , 0.0031 , 0.0013 , -0.003
lying , 8.7443 , -4.3803 , -0.0589 , -0.0006 , 0.005 , 0.0023
lying , 8.73 , -4.3659 , -0.0828 , 0.0021 , -0.004 , -0.0003
lying , 8.7395 , -4.3276 , -0.0613 , 0.0031 , 0.0045 , -0.0014
lying , 8.7515 , -4.3731 , -0.0733 , 0.0031 , 0.0024 , -0.0019
lying , 8.7395 , -4.3826 , -0.0876 , -0.0006 , 0.0024 , 0.0002
lying , 8.706 , -4.3323 , -0.0972 , 0.001 , 0.0018 , 0.0002
lying , 8.7515 , -4.3755 , -0.0924 , -0.0011 , 0.0013 , -0.0046
lying , 8.7348 , -4.3946 , -0.1212 , 0.0005 , -0.0003 , 0.005
lying , 8.7371 , -4.3683 , -0.0972 , 0.0026 , 0.0061 , -0.0009
lying , 8.7467 , -4.3587 , -0.0661 , -0.0017 , -0.0024 , -0.0051
lying , 8.7515 , -4.3539 , -0.0541 , 0.0005 , -0.0008 , 0.0002
lying , 8.7348 , -4.3755 , -0.0661 , -0.0001 , 0.0061 , -0.0009
lying , 8.6988 , -4.3803 , -0.0709 , 0.0021 , 0.0034 , 0.0007
lying , 8.7108 , -4.3443 , -0.0924 , -0.0027 , -0.003 , -0.0035
lying , 8.7491 , -4.3539 , -0.1403 , 0.0036 , 0.0061 , 0.0029
lying , 8.7348 , -4.3755 , -0.0733 , 0.0021 , 0.0034 , 0.0029
lying , 8.7132 , -4.3395 , -0.0685 , 0.001 , 0.0034 , -0.0025
lying , 8.7443 , -4.4138 , -0.1044 , 0.0015 , -0.0024 , -0.0014
lying , 8.7611 , -4.3803 , -0.114 , 0.0036 , 0.005 , -0.0009
lying , 8.7324 , -4.3803 , -0.0924 , 0.0042 , 0.0008 , 0.0018
lying , 8.7419 , -4.3563 , -0.0517 , -0.0006 , -0.0024 , -0.0046
lying , 8.7443 , -4.3491 , -0.0421 , 0.0068 , -0.004 , 0.0045
lying , 8.7324 , -4.3779 , -0.09 , 0.0005 , 0.0029 , 0.0007
lying , 8.7228 , -4.3563 , -0.0541 , 0.0005 , 0.0013 , -0.003
lying , 8.7419 , -4.3755 , -0.0637 , -0.0017 , 0.0002 , -0.003
lying , 8.7084 , -4.3539 , -0.1331 , -0.0011 , 0.0056 , 0.0013
lying , 8.7324 , -4.4042 , -0.09 , -0.0001 , 0.0018 , 0.0013
lying , 8.7539 , -4.3707 , -0.0182 , -0.0027 , -0.0019 , 0.0023
lying , 8.7587 , -4.3659 , -0.1212 , 0.001 , 0.004 , 0.0002
lying , 8.7156 , -4.3587 , -0.0876 , -0.0001 , -0.004 , -0.0019
lying , 8.7731 , -4.3539 , -0.0325 , 0.0005 , 0.0024 , -0.0009
lying , 8.7539 , -4.3707 , -0.0709 , 0.001 , 0.0034 , 0.0002
lying , 8.7395 , -4.3539 , -0.0565 , 0.0042 , 0.0024 , 0.0002
lying , 8.7467 , -4.3563 , -0.0565 , -0.0011 , 0.0029 , -0.0009
lying , 8.7491 , -4.3803 , -0.1403 , -0.0033 , -0.0019 , 0.0002
lying , 8.7539 , -4.3659 , -0.0709 , 0.0036 , 0.0045 , 0.0007
lying , 8.7156 , -4.3659 , -0.1068 , -0.0017 , 0.0002 , -0.0014
lying , 8.73 , -4.3587 , -0.1092 , 0.0031 , 0.0045 , -0.0025
lying , 8.7635 , -4.3707 , -0.0876 , 0.0005 , -0.0019 , -0.0009
lying , 8.73 , -4.3515 , -0.0733 , 0.001 , 0.0034 , 0.0018
lying , 8.7324 , -4.3779 , -0.0661 , 0.0015 , 0.0034 , 0.0002
lying , 8.7371 , -4.3922 , -0.0852 , 0.0015 , -0.003 , -0.0025
lying , 8.7539 , -4.3755 , -0.1451 , -0.0006 , -0.0035 , 0.0007
lying , 8.7108 , -4.3731 , -0.1092 , -0.0001 , 0.0061 , 0.0002
lying , 8.7156 , -4.3994 , -0.0685 , 0.0031 , 0.0029 , 0.0002
lying , 8.73 , -4.3707 , -0.0637 , -0.0011 , 0.0024 , 0.0023
lying , 8.7204 , -4.3587 , -0.0804 , 0.0005 , 0.0008 , 0.0023
lying , 8.7419 , -4.3659 , -0.09 , 0.0021 , 0.004 , 0.0007
lying , 8.7276 , -4.3994 , -0.0373 , 0.0005 , -0.0014 , -0.0009
lying , 8.7371 , -4.3659 , -0.1284 , -0.0006 , 0.0034 , -0.0009
lying , 8.7252 , -4.3611 , -0.0637 , -0.0006 , 0.0013 , -0.0014
lying , 8.7419 , -4.3874 , -0.0709 , 0.0021 , 0.0056 , -0.0014
lying , 8.7276 , -4.3731 , -0.09 , -0.0011 , -0.0019 , -0.003
lying , 8.7204 , -4.3826 , -0.1427 , -0.0075 , 0.0045 , 0.0007
lying , 8.73 , -4.3635 , -0.0804 , -0.0054 , 0.0024 , -0.0003
lying , 8.706 , -4.3779 , -0.1044 , -0.0017 , 0.0008 , 0.0007
lying , 8.7156 , -4.3731 , -0.1116 , -0.0006 , 0.0034 , -0.0025
lying , 8.7395 , -4.3276 , -0.0757 , 0.0068 , -0.0008 , 0.0023
lying , 8.7659 , -4.3659 , -0.0852 , 0.0031 , 0.0114 , 0.0018
lying , 8.7635 , -4.3156 , -0.1308 , 0.0095 , 0.0082 , 0.0055
lying , 8.73 , -4.3539 , -0.1068 , 0.0143 , 0.0189 , 0.0082
lying , 8.7515 , -4.3635 , -0.0804 , -0.0113 , -0.012 , -0.0046
lying , 8.6988 , -4.3707 , -0.0781 , 0.0058 , 0.0077 , 0.0045
lying , 8.694 , -4.3419 , -0.0613 , -0.0043 , -0.003 , 0.0023
lying , 8.7467 , -4.3611 , -0.1044 , -0.007 , -0.0062 , -0.0009
lying , 8.7324 , -4.3683 , -0.0589 , 0.0068 , 0.0061 , 0.0029
lying , 8.7204 , -4.3659 , -0.1403 , -0.0054 , -0.0072 , -0.0051
lying , 8.694 , -4.3683 , -0.0062 , 0.0036 , 0.0029 , -0.0019
lying , 8.7156 , -4.3395 , -0.0325 , -0.0043 , -0.0051 , -0.0019
lying , 8.7276 , -4.3467 , -0.126 , -0.0011 , -0.0003 , -0.0046
lying , 8.718 , -4.4258 , -0.114 , 0.0036 , 0.0024 , -0.0019
lying , 8.7587 , -4.4042 , -0.1092 , 0.0021 , 0.0013 , -0.0019
lying , 8.7084 , -4.4282 , -0.0948 , 0.0005 , -0.003 , 0.0002
lying , 8.7012 , -4.3659 , -0.1116 , 0.001 , 0.0024 , -0.0009
lying , 8.7443 , -4.3731 , -0.1164 , -0.0006 , 0.0029 , 0.0007
lying , 8.7707 , -4.3491 , -0.0733 , -0.0043 , 0.0018 , -0.0019
lying , 8.7515 , -4.3587 , -0.0852 , -0.0027 , -0.0019 , -0.0014
lying , 8.7611 , -4.4066 , -0.0972 , 0.0021 , -0.0019 , 0.0023
lying , 8.73 , -4.3922 , -0.0733 , 0.0015 , 0.005 , -0.0003
lying , 8.7228 , -4.3252 , -0.1403 , -0.0001 , -0.0008 , -0.0003
lying , 8.7084 , -4.4138 , -0.114 , -0.0001 , 0.0013 , 0.0029
lying , 8.7204 , -4.3299 , -0.1763 , -0.0011 , 0.0008 , -0.0009
lying , 8.7491 , -4.3635 , -0.0828 , -0.0001 , 0.0045 , 0.0002
lying , 8.7371 , -4.4042 , -0.1355 , -0.0022 , -0.004 , -0.0035
lying , 8.718 , -4.3779 , -0.1763 , -0.0006 , 0.0018 , 0.0002
lying , 8.7324 , -4.3731 , -0.1691 , -0.0011 , 0.0002 , -0.0014
lying , 8.7324 , -4.3252 , -0.1308 , 0.0005 , -0.0008 , -0.0035
lying , 8.7419 , -4.3922 , -0.102 , -0.0027 , -0.0056 , 0.0002
lying , 8.7036 , -4.385 , -0.102 , 0.0026 , 0.0072 , -0.0009
lying , 8.7587 , -4.4138 , -0.1691 , -0.0049 , -0.0094 , -0.0035
lying , 8.718 , -4.3659 , -0.0924 , 0.0021 , -0.0008 , 0.0013
lying , 8.7276 , -4.3587 , -0.1427 , -0.0006 , -0.003 , 0.0007
lying , 8.7204 , -4.3515 , -0.0709 , -0.0001 , -0.0014 , 0.0002
lying , 8.7419 , -4.3515 , -0.1763 , -0.0001 , 0.0013 , -0.0009
lying , 8.7156 , -4.3371 , -0.1667 , 0.0015 , 0.0008 , 0.0013
lying , 8.7467 , -4.3803 , -0.1787 , -0.0038 , 0.0029 , -0.0046
lying , 8.706 , -4.318 , -0.1284 , 0.001 , 0.0008 , 0.0055
lying , 8.7515 , -4.3779 , -0.1882 , 0.0026 , -0.0024 , -0.0003
lying , 8.7707 , -4.3635 , -0.0709 , 0.0015 , 0.0029 , -0.0014
lying , 8.6892 , -4.3611 , -0.0828 , 0.0005 , -0.0003 , -0.0003
lying , 8.73 , -4.3922 , -0.102 , -0.0001 , -0.0019 , -0.0014
lying , 8.7587 , -4.3779 , -0.1284 , -0.0006 , 0.0098 , -0.0019
lying , 8.7252 , -4.3874 , -0.1595 , -0.0011 , 0.0013 , 0.0029
lying , 8.7252 , -4.3659 , -0.1739 , 0.0031 , 0.0018 , 0.0002
lying , 8.7683 , -4.3156 , -0.09 , -0.0038 , 0.0018 , -0.0003
lying , 8.7467 , -4.3587 , -0.1499 , 0.0036 , 0.0029 , 0.0029
lying , 8.7611 , -4.3204 , -0.1092 , 0.001 , 0.0013 , 0.0007
lying , 8.7515 , -4.3347 , -0.1475 , 0.0015 , 0.0008 , -0.0019
lying , 8.7276 , -4.3323 , -0.0804 , -0.0017 , 0.0008 , 0.0018
lying , 8.718 , -4.3683 , -0.1284 , 0.0042 , 0.0034 , 0.0013
lying , 8.7635 , -4.397 , -0.1643 , -0.007 , -0.0019 , -0.003
lying , 8.797 , -4.3587 , -0.1331 , 0.0031 , 0.0093 , 0.0045
lying , 8.7252 , -4.3707 , -0.2002 , -0.0011 , -0.0008 , 0.0018
lying , 8.7348 , -4.3515 , -0.2002 , 0.001 , 0.0008 , -0.0019
lying , 8.7659 , -4.3467 , -0.1906 , -0.0027 , -0.004 , -0.0025
lying , 8.73 , -4.3299 , -0.1787 , 0.0026 , 0.0008 , -0.0009
lying , 8.7635 , -4.3803 , -0.1739 , -0.0006 , -0.0003 , 0.0023
lying , 8.7348 , -4.3539 , -0.1284 , 0.0015 , 0.0029 , -0.0014
lying , 8.7467 , -4.3467 , -0.1236 , 0.0005 , 0.0008 , 0.0013
lying , 8.7324 , -4.4018 , -0.1355 , 0.0031 , -0.0046 , 0.0002
lying , 8.7779 , -4.3491 , -0.1811 , 0.0031 , -0.0008 , 0.0018
lying , 8.7515 , -4.3994 , -0.1331 , 0.0015 , 0.005 , 0.0007
lying , 8.7395 , -4.3252 , -0.0948 , 0.0015 , -0.0019 , 0.0018
lying , 8.7228 , -4.3779 , -0.193 , 0.0015 , 0.0029 , -0.0019
lying , 8.7371 , -4.3826 , -0.1739 , 0.0005 , 0.004 , 0.0007
lying , 8.7395 , -4.3946 , -0.1403 , 0.0021 , 0.004 , -0.0014
lying , 8.7635 , -4.2964 , -0.1547 , -0.0017 , 0.0029 , -0.0003
lying , 8.7491 , -4.3515 , -0.1882 , 0.0026 , 0.0024 , -0.0009
lying , 8.7108 , -4.3419 , -0.1906 , 0.0021 , -0.0035 , 0.0018
lying , 8.7324 , -4.3419 , -0.1403 , -0.0017 , -0.0019 , -0.0019
lying , 8.694 , -4.3898 , -0.1379 , -0.0001 , 0.0013 , 0.0018
lying , 8.7467 , -4.3611 , -0.1595 , 0.001 , 0.0008 , -0.0003
lying , 8.7563 , -4.3611 , -0.1739 , -0.0001 , 0.0013 , 0.0039
lying , 8.7539 , -4.3731 , -0.1571 , -0.0001 , 0.0045 , 0.0002
lying , 8.7467 , -4.3539 , -0.1164 , -0.0033 , -0.0024 , -0.0025
lying , 8.7204 , -4.3395 , -0.0924 , -0.0086 , 0.0119 , 0.0018
lying , 8.7467 , -4.3419 , -0.1236 , 0.0021 , 0.004 , 0.0029
lying , 8.718 , -4.3323 , -0.1188 , -0.0027 , 0.0024 , 0.0002
lying , 8.7419 , -4.3635 , -0.126 , 0.0026 , 0.0029 , 0.0018
lying , 8.7228 , -4.3395 , -0.1475 , -0.0038 , -0.0008 , -0.0003
lying , 8.7563 , -4.3443 , -0.0733 , 0.0015 , 0.0024 , 0.0023
lying , 8.7276 , -4.3515 , -0.0924 , -0.0001 , 0.0013 , -0.0014
lying , 8.7611 , -4.3347 , -0.09 , 0.0031 , 0.0029 , 0.0002
lying , 8.7084 , -4.3084 , -0.1763 , 0.0036 , 0.0045 , 0.0013
lying , 8.7635 , -4.3323 , -0.0852 , -0.0022 , 0.0008 , -0.0009
lying , 8.7443 , -4.3156 , -0.1475 , -0.0001 , -0.0019 , 0.0002
lying , 8.7467 , -4.3635 , -0.1044 , -0.0001 , 0.0018 , 0.0007
lying , 8.7252 , -4.385 , -0.0972 , 0.001 , 0.0024 , -0.0009
lying , 8.7467 , -4.3347 , -0.1212 , 0.0015 , 0.0008 , 0.0013
lying , 8.7491 , -4.2772 , -0.1403 , -0.0022 , 0.004 , -0.0019
lying , 8.7659 , -4.3347 , -0.2074 , 0.0005 , -0.0003 , 0.0071
lying , 8.7419 , -4.3252 , -0.1547 , 0.0005 , 0.0002 , 0.0013
lying , 8.7276 , -4.3563 , -0.0948 , -0.0011 , 0.0045 , -0.0014
lying , 8.7276 , -4.3491 , -0.1212 , 0.0026 , 0.0013 , 0.0002
lying , 8.7204 , -4.3395 , -0.1068 , -0.0006 , 0.0029 , -0.0014
lying , 8.7467 , -4.2988 , -0.1715 , 0.0005 , 0.0024 , -0.0019
lying , 8.7539 , -4.3683 , -0.1523 , 0.0005 , -0.0003 , 0.0007
lying , 8.7371 , -4.3563 , -0.1355 , 0.0005 , -0.0014 , -0.0035
lying , 8.7539 , -4.3755 , -0.1954 , 0.0021 , 0.004 , 0.0013
lying , 8.7515 , -4.3707 , -0.1044 , -0.0011 , 0.0093 , -0.0014
lying , 8.73 , -4.3491 , -0.1571 , -0.0001 , 0.0034 , 0.0002
lying , 8.6964 , -4.3755 , -0.1619 , -0.0001 , -0.0008 , -0.0009
lying , 8.7443 , -4.3371 , -0.1523 , 0.0005 , -0.0008 , -0.0003
lying , 8.7587 , -4.3707 , -0.1643 , -0.0017 , 0.0029 , -0.0009
lying , 8.7731 , -4.3539 , -0.1284 , 0.0005 , 0.0045 , -0.0019
lying , 8.7084 , -4.3395 , -0.1379 , -0.0006 , -0.003 , -0.0014
